"Distance","#","","PID","Status","Address","Zip","County/City","Prop Type","Type","# Bedrooms","Fin SF","Total Baths","Year Built","List Price","Sales Price","Days On Market","Sales Date","New/Resale","Sold Terms","Owned By"
"0.5 mi","1001","2011256","7870-81-9659","CLOSD","301 College AVE","23005","Hanover","Residential","Single Family Residence","4","3,435","4.0","1890","$549,000","$544,000","39","07/31/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.0 mi","1001","1823575","7860-66-8282","CLOSD","13464 Poplar Valley PL","23005","Hanover","Residential","Single Family Residence","4","2,926","3.1","2018","$549,000","$530,000","13","08/13/2018","New (never occupied)","Conventional","Corporate"
"2.6 mi","1001","1809070","7799-11-4748","CLOSD","12104 Hermon Farms LN","23005","Hanover","Residential","Single Family Residence","3","3,526","3.1","2015","$549,000","$549,000","4","07/16/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.6 mi","1001","2136481","7870-36-3204","CLOSD","814 Chapman ST","23005","Hanover","Residential","Single Family Residence","3","2,145","2.1","2021","$549,900","$549,350","145","05/18/2022","New (never occupied)","Cash","Corporate"
"3.7 mi","1001","1938084","7769-33-2219","CLOSD","12585 Trammell CT","23005","Hanover","Residential","Single Family Residence","4","2,998","3.1","2019","$549,950","$525,000","57","02/25/2020","New (never occupied)","Conventional","Corporate"
"1.1 mi","1001","1926522","7779-67-4814","CLOSD","101 Early ST","23005","Hanover","Residential","Single Family Residence","4","3,692","4.1","2007","$549,950","$545,000","175","03/04/2020","","Conventional","Individuals"
"3.3 mi","1001","1612142","7890-73-4267","CLOSD","9391 John Wickham Way","23005","Hanover","Residential","Single Family Residence","5","3,617","3.1","2016","$549,950","$556,450","688","04/20/2018","New (never occupied)","Conventional","Corporate, Individuals"
"1.5 mi","1001","2213520","7880-84-6240","CLOSD","13712 Winston Trail CIR","23005","Hanover","Residential","Single Family Residence","4","3,000","3.1","2013","$550,000","$530,000","9","07/18/2022","Resale (occupied at least once)","Conventional","Individuals"
"2.7 mi","1001","2133749","7799-46-6081","CLOSD","12311 Hermon Field RD","23005","Hanover","Residential","Single Family Residence","3","2,468","2.0","1999","$550,000","$605,000","4","01/13/2022","Resale (occupied at least once)","Conventional","Individuals"
"0.8 mi","1001","2113798","7779-69-8956","CLOSD","706 S Center ST","23005","Hanover","Residential","Single Family Residence","4","3,001","2.1","1858","$550,000","$630,000","5","06/25/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.4 mi","1001","1804382","7870-91-4912","CLOSD","400 College AVE","23005","Hanover","Residential","Single Family Residence","4","3,672","3.0","1906","$550,000","$545,000","4","04/06/2018","Resale (occupied at least once)","Conventional","Individuals"
"0.5 mi","1001","1719246","7890-93-5468","CLOSD","9343 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","3,164","2.1","2017","$551,479","$551,479","3","01/25/2018","New (never occupied)","Conventional","Corporate, Individuals"
"1.7 mi","1001","2110611","7870-46-0311","CLOSD","726 Chapman RD","23005","Hanover","Residential","Single Family Residence","3","2,277","3.0","2020","$553,160","$552,160","2","11/15/2021","New (never occupied)","Conventional","Corporate"
"1.4 mi","1001","2019698","7779-37-6761","CLOSD","12040 Kenton Ridge RD","23005","Hanover","Residential","Single Family Residence","4","2,572","2.1","2020","$553,278","$571,209","129","09/23/2021","New (never occupied)","Conventional","Corporate"
"1.4 mi","1001","2019690","7779-37-8234","CLOSD","12033 Kenton Ridge RD","23005","Hanover","Residential","Single Family Residence","4","2,572","2.1","2020","$553,395","$605,462","36","07/07/2021","New (never occupied)","Conventional","Corporate"
"3.3 mi","1001","1930508","7890-84-1710","CLOSD","9377 Magnolia Blossom","23005","Hanover","Residential","Single Family Residence","4","3,044","2.1","2019","$554,304","$559,251","0","08/26/2020","New (never occupied)","VA New","Corporate"
"1.7 mi","1001","2107141","7880-77-8255","CLOSD","10151 Kellys Bluff RUN","23005","Hanover","Residential","Single Family Residence","4","4,148","3.1","2014","$554,950","$607,000","4","06/22/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.0 mi","1001","2202877","7779-76-7613","CLOSD","115 Giddy-Up LN","23005","Hanover","Residential","Single Family Residence","5","3,008","2.1","2014","$555,000","$553,000","18","03/31/2022","Resale (occupied at least once)","Conventional","Individuals"
"1.3 mi","1001","2128198","7779-57-0430","CLOSD","12105 Grandview Hill CT","23005","Hanover","Residential","Single Family Residence","3","2,751","3.1","2021","$557,500","$530,000","64","12/17/2021","New (never occupied)","Conventional","Corporate"
"2.7 mi","1001","2021618","7871-43-0083","CLOSD","Lot 1 Blunts Bridge RD","23005","Hanover","Residential","Single Family Residence","4","2,983","2.1","2020","$557,990","$565,532","94","07/14/2021","New (never occupied)","Conventional","Corporate"
"2.7 mi","1001","1639776","7890-93-1496","CLOSD","9351 Wickham DR","23005","Hanover","Residential","Single Family Residence","5","3,677","3.0","2016","$559,179","$559,179","2","01/25/2018","New (never occupied)","VA New","Corporate, Individuals"
"1.6 mi","1001","2201950","7870-45-2270","CLOSD","118 Lauradell RD","23005","Hanover","Residential","Single Family Residence","3","2,716","2.1","2022","$559,912","$579,632","4","06/27/2022","New (never occupied)","Conventional","Corporate"
"1.4 mi","1001","2106968","7779-47-4855","CLOSD","12304 Kilbourne Hill DR","23005","Hanover","Residential","Single Family Residence","4","2,530","3.0","2020","$562,308","$572,372","0","12/17/2021","New (never occupied)","Conventional","Corporate"
"3.9 mi","1001","2123847","7799-80-9644","CLOSD","12034 Mount Hermon RD","23005","Hanover","Residential","Single Family Residence","3","5,183","3.0","2017","$565,000","$565,000","2","09/03/2021","Resale (occupied at least once)","VA New","Individuals"
"1.4 mi","1001","2111823","7880-83-1353","CLOSD","10705 Providence Park DR","23005","Hanover","Residential","Single Family Residence","5","3,256","4.1","2016","$565,000","$515,000","67","08/25/2021","Resale (occupied at least once)","Cash","Individuals"
"1.9 mi","1001","2009610","7779 6193759","CLOSD","12091 Meriturn PL","23005","Hanover","Residential","Single Family Residence","4","3,646","3.1","2000","$565,000","$557,500","21","07/31/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.3 mi","1001","2200650","7779-47-9705","CLOSD","12204 Kenton Ridge CT","23005","Hanover","Residential","Single Family Residence","4","2,918","2.1","2022","$565,119","$603,538","21","09/08/2022","New (never occupied)","Conventional","Corporate"
"2.4 mi","1001","2105630","7860-96-3841","CLOSD","13268 Lake View Dairy DR","23005","Hanover","Residential","Single Family Residence","4","2,300","3.0","2021","$568,673","$584,525","0","03/11/2022","New (never occupied)","Conventional","Corporate"
"0.8 mi","1001","1824051","7860-66-9338","CLOSD","12146 Poplar Crest CT","23005","Hanover","Residential","Single Family Residence","4","3,179","3.1","2018","$569,950","$564,950","46","11/02/2018","New (never occupied)","Conventional","Corporate"
"1.3 mi","1001","2130546","7779-47-8636","CLOSD","12200 Kenton Ridge CT","23005","Hanover","Residential","Single Family Residence","3","2,025","2.1","2021","$569,962","$572,895","3","07/01/2022","New (never occupied)","Conventional","Corporate"
"0.5 mi","1001","1907456","7870-81-6990","CLOSD","204 College AVE","23005","Hanover","Residential","Single Family Residence","5","3,915","3.1","1938","$570,000","$555,000","62","07/03/2019","Resale (occupied at least once)","Conventional","Individuals"
"0.5 mi","1001","1716189","7890-93-1496","CLOSD","9351 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","4","3,916","4.0","2017","$570,441","$570,441","2","01/26/2018","New (never occupied)","VA New","Corporate, Individuals"
"2.0 mi","1001","2025057","7870-05-8699","CLOSD","13166 Luck Brothers DR","23005","Hanover","Residential","Single Family Residence","4","2,572","2.1","2020","$573,843","$590,490","85","08/13/2021","New (never occupied)","Conventional","Corporate"
"3.5 mi","1001","1933393","7890-92-0484","CLOSD","9113 Officer LN","23005","Hanover","Residential","Single Family Residence","4","3,411","3.1","2018","$574,950","$574,950","13","11/22/2019","","Conventional","Other"
"2.1 mi","1001","2011203","7890-21-0791","CLOSD","12062 Haley Farm RD","23005","Hanover","Residential","Single Family Residence","4","2,760","3.0","2020","$575,000","$591,378","0","03/30/2021","New (never occupied)","Conventional","Corporate"
"2.2 mi","1001","2106856","7860-96-5728","CLOSD","13262 Lake View Dairy DR","23005","Hanover","Residential","Single Family Residence","4","2,572","2.1","2021","$575,578","$631,471","0","02/11/2022","New (never occupied)","Conventional","Corporate"
"1.3 mi","1001","2124976","7779-47-2672","CLOSD","12301 Kilbourne Hill DR","23005","Hanover","Residential","Single Family Residence","3","2,628","2.1","2021","$579,000","$582,740","148","03/08/2022","New (never occupied)","Conventional","Corporate"
"3.0 mi","1001","2116334","7821-53-1976","CLOSD","14217 Green Grove CT","23192","Hanover","Residential","Single Family Residence","4","2,296","3.0","2021","$579,500","$579,500","18","08/30/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","1001","2023895","Hickory Hill","CLOSD","13112 La Reine CT","23005","Hanover","Residential","Single Family Residence","4","3,145","3.1","2019","$579,500","$582,500","2","09/18/2020","New (never occupied)","Conventional","Corporate"
"3.1 mi","1001","2029477","7890-75-1101","CLOSD","13109 La Reine CT","23005","Hanover","Residential","Single Family Residence","5","3,500","4.1","2020","$584,845","$599,355","3","09/17/2021","New (never occupied)","Conventional","Corporate"
"4.0 mi","1001","1736688","7860-02-2394","CLOSD","13125 Stagfield CT","23005","Hanover","Residential","Single Family Residence","3","2,827","2.0","1978","$584,900","$540,000","81","01/30/2018","Resale (occupied at least once)","Cash","Individuals"
"0.5 mi","1001","1725700","7890-93-7408","CLOSD","9339 John Wickham WAY","23005","Hanover","Residential","Single Family Residence","5","3,635","3.0","2017","$585,618","$585,618","2","04/26/2018","New (never occupied)","Conventional","Corporate, Individuals"
"3.4 mi","1001","2128572","7769-39-2157","CLOSD","12424 Homestretch LN","23005","Hanover","Residential","Single Family Residence","4","2,804","2.1","2015","$588,500","$625,000","10","11/15/2021","Resale (occupied at least once)","Conventional","Individuals"
"2.6 mi","1001","2103349","7860-86-9797","CLOSD","13273 Lake View Dairy DR","23005","Hanover","Residential","Single Family Residence","4","2,636","2.1","2021","$589,038","$598,434","0","03/04/2022","New (never occupied)","Conventional","Corporate"
"4.0 mi","1001","1806889","8709-16-9103","CLOSD","12309 Quail Oak CT","23005","Hanover","Residential","Single Family Residence","5","4,226","4.2","2002","$589,950","$582,500","14","04/26/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.1 mi","1001","2110459","7890-73-5764","CLOSD","13244 Lucy Penn CIR","23005","Hanover","Residential","Single Family Residence","4","2,664","3.0","2018","$589,995","$573,000","98","09/15/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.1 mi","1001","2133426","7789-57-8365","CLOSD","12389 Glen Carrie RD","23005","Hanover","Residential","Single Family Residence","3","3,192","2.1","1990","$590,000","$590,000","13","12/20/2021","Resale (occupied at least once)","Conventional","Individuals"
"3.3 mi","1001","1921426","Hickory Hill","CLOSD","9368 Magnolia Blossom","23005","Hanover","Residential","Single Family Residence","5","3,650","3.1","2019","$590,276","$615,942","3","05/11/2020","New (never occupied)","Conventional","Corporate, Individuals"
"2.7 mi","1001","2108795","Hickory Hill","CLOSD","9428 Pink Daily","23005","Hanover","Residential","Single Family Residence","3","3,400","2.1","2021","$593,527","$626,694","0","02/11/2022","New (never occupied)","Conventional","Corporate, Individuals"
"2.5 mi","1001","2017328","7871-42-3010","CLOSD","14199 Blunts Bridge RD","23005","Hanover","Residential","Single Family Residence","5","4,032","4.0","1974","$594,000","$585,000","58","10/23/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.3 mi","1001","1824031","7799-63-7106","CLOSD","12211 Mount Hermon RD","23005","Hanover","Residential","Single Family Residence","4","3,144","2.1","1990","$595,000","$570,000","12","08/13/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.2 mi","1001","1840946","7890746584","CLOSD","9385 Magnolia Blossom RD","23005","Hanover","Residential","Single Family Residence","4","2,748","3.1","2020","$597,000","$598,473","477","12/17/2020","New (never occupied)","Cash","Corporate, Individuals"
"1.4 mi","1001","2020737","7779-47-0624","CLOSD","12032 Kenton Ridge RD","23005","Hanover","Residential","Single Family Residence","5","3,500","3.0","2020","$598,433","$641,877","55","07/08/2021","New (never occupied)","Conventional","Corporate"
"3.0 mi","1001","2030218","7871-96-1182","CLOSD","11047 Cross Corner RD","23005","Hanover","Residential","Single Family Residence","4","2,119","3.0","2013","$599,000","$599,000","4","11/09/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.1 mi","1001","2014643","7871-76-1742","CLOSD","11134 Cross Corner RD","23005","Hanover","Residential","Single Family Residence","5","4,721","5.1","1999","$599,000","$593,000","77","09/21/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.8 mi","1001","1816634","7870379262 & 7870471187","CLOSD","11305 Cloverhill Drive","23005","Hanover","Residential","Single Family Residence","7","4,891","4.1","1982","$599,000","$574,000","90","10/30/2018","Resale (occupied at least once)","Conventional","Individuals"
"1.3 mi","1001","2102389","7779-47-2744","CLOSD","12305 Kilbourne Hill DR","23005","Hanover","Residential","Single Family Residence","3","2,978","2.1","2021","$599,900","$599,900","285","11/30/2021","New (never occupied)","Conventional","Corporate"
"2.7 mi","1001","1801458","7799-32-0714","CLOSD","12309 Traylor Field LN","23005","Hanover","Residential","Single Family Residence","6","4,547","4.1","2013","$599,900","$599,900","49","05/03/2018","Resale (occupied at least once)","Conventional","Individuals"
"2.7 mi","1001","1809430","7799-22-8888","CLOSD","12313 Traylor Field LN","23005","Hanover","Residential","Single Family Residence","6","4,206","3.1","2007","$599,950","$583,000","46","06/21/2018","Resale (occupied at least once)","Conventional","Individuals"
