FY,County_Name,avg_mort_rate,80pctami,affordable_monthly_pymnt_80pctami,max_home_price_80pctAMI,total_sales_80pctami,total_sales_all,starter_homes_pct
2014,Loudoun County,0.0417,54800,"1,279","271,941",622,"5,925",0.10
2014,Louisa County,0.0417,43600,"1,017","216,362",280,475,0.59
2014,Lunenburg County,0.0417,33500,782,"166,241",50,56,0.89
2014,Lynchburg city,0.0417,38750,904,"192,294",653,851,0.77
2014,Madison County,0.0417,44400,"1,036","220,332",72,116,0.62
2014,Manassas city,0.0417,54800,"1,279","271,941",301,566,0.53
2014,Manassas Park city,0.0417,54800,"1,279","271,941",151,223,0.68
2014,Martinsville city,0.0417,33500,782,"166,241",96,102,0.94
2014,Mathews County,0.0417,45200,"1,055","224,302",68,136,0.50
2014,Mecklenburg County,0.0417,33500,782,"166,241",69,105,0.66
2014,Middlesex County,0.0417,44750,"1,044","222,069",67,176,0.38
2014,Montgomery County,0.0417,45400,"1,059","225,294",522,828,0.63
2014,Nelson County,0.0417,51150,"1,194","253,828",135,226,0.60
2014,New Kent County,0.0417,46650,"1,089","231,497",183,376,0.49
2014,Newport News city,0.0417,45200,"1,055","224,302","1,423","1,766",0.81
2014,Norfolk city,0.0417,45200,"1,055","224,302","1,805","2,610",0.69
2014,Northampton County,0.0417,33750,788,"167,482",51,84,0.61
2014,Northumberland County,0.0417,40450,944,"200,730",59,139,0.42
2014,Norton city,0.0417,33500,782,"166,241",1,1,1.00
2014,Nottoway County,0.0417,33500,782,"166,241",67,79,0.85
2014,Orange County,0.0417,43400,"1,013","215,369",260,462,0.56
2014,Page County,0.0417,35300,824,"175,174",154,210,0.73
2014,Patrick County,0.0417,33500,782,"166,241",77,95,0.81
2014,Petersburg city,0.0417,46650,"1,089","231,497",250,252,0.99
2014,Pittsylvania County,0.0417,33500,782,"166,241",197,234,0.84
2014,Poquoson city,0.0417,45200,"1,055","224,302",53,137,0.39
2014,Portsmouth city,0.0417,45200,"1,055","224,302","1,153","1,287",0.90
2014,Powhatan County,0.0417,46650,"1,089","231,497",171,309,0.55
2014,Prince Edward County,0.0417,33500,782,"166,241",94,141,0.67
2014,Prince George County,0.0417,46650,"1,089","231,497",170,252,0.67
2014,Prince William County,0.0417,54800,"1,279","271,941","2,169","6,294",0.34
2014,Pulaski County,0.0417,33700,786,"167,234",212,303,0.70
2014,Radford city,0.0417,45400,"1,059","225,294",97,111,0.87
2014,Rappahannock County,0.0417,51150,"1,194","253,828",38,77,0.49
2014,Richmond city,0.0417,46650,"1,089","231,497","1,467","2,505",0.59
2014,Richmond County,0.0417,41500,968,"205,941",24,31,0.77
2014,Roanoke city,0.0417,40250,939,"199,738",884,"1,058",0.84
2014,Roanoke County,0.0417,40250,939,"199,738",699,"1,208",0.58
2014,Rockbridge County,0.0417,34650,809,"171,948",111,207,0.54
2014,Rockingham County,0.0417,38000,887,"188,572",372,727,0.51
2014,Russell County,0.0417,33500,782,"166,241",47,55,0.85
2014,Salem city,0.0417,40250,939,"199,738",197,260,0.76
2014,Scott County,0.0417,32400,756,"160,783",6,7,0.86
2014,Shenandoah County,0.0417,41050,958,"203,708",408,574,0.71
2014,Smyth County,0.0417,33500,782,"166,241",107,128,0.84
2014,Southampton County,0.0417,35650,832,"176,911",78,117,0.67
2014,Spotsylvania County,0.0417,54800,"1,279","271,941","1,132","1,729",0.65
2014,Stafford County,0.0417,54800,"1,279","271,941",842,"1,936",0.43
2014,Staunton city,0.0417,38200,891,"189,565",291,386,0.75
2014,Suffolk city,0.0417,45200,"1,055","224,302",636,"1,332",0.48
2014,Surry County,0.0417,45200,"1,055","224,302",32,44,0.73
2014,Sussex County,0.0417,46650,"1,089","231,497",55,57,0.96
2014,Tazewell County,0.0417,33500,782,"166,241",74,87,0.85
2014,Virginia Beach city,0.0417,45200,"1,055","224,302","2,610","5,881",0.44
2014,Warren County,0.0417,48350,"1,128","239,933",425,576,0.74
2014,Washington County,0.0417,32400,756,"160,783",135,238,0.57
2014,Waynesboro city,0.0417,38200,891,"189,565",241,348,0.69
2014,Westmoreland County,0.0417,40150,937,"199,241",146,225,0.65
2014,Williamsburg city,0.0417,45200,"1,055","224,302",82,168,0.49
2014,Winchester city,0.0417,43300,"1,010","214,873",180,303,0.59
2014,Wise County,0.0417,33500,782,"166,241",3,3,1.00
2014,Wythe County,0.0417,33500,782,"166,241",108,147,0.73
2014,York County,0.0417,45200,"1,055","224,302",236,720,0.33
2015,Accomack County,0.0385,34000,793,"175,361",207,322,0.64
2015,Albemarle County,0.0385,52650,"1,229","271,552",599,"1,610",0.37
2015,Alexandria city,0.0385,54400,"1,269","280,578",573,"2,485",0.23
2015,Alleghany County,0.0385,35950,839,"185,419",59,75,0.79
2015,Amelia County,0.0385,47500,"1,108","244,990",113,144,0.78
2015,Amherst County,0.0385,38950,909,"200,892",224,279,0.80
2015,Appomattox County,0.0385,38950,909,"200,892",142,167,0.85
2015,Arlington County,0.0385,54400,"1,269","280,578",327,"2,887",0.11
2015,Augusta County,0.0385,36750,858,"189,545",410,832,0.49
2015,Bath County,0.0385,36300,847,"187,224",8,18,0.44
2015,Bedford city,0.0385,38950,909,"200,892",57,65,0.88
2015,Bedford County,0.0385,38950,909,"200,892",592,"1,173",0.50
2015,Bland County,0.0385,35400,826,"182,582",29,36,0.81
2015,Botetourt County,0.0385,39700,926,"204,760",158,392,0.40
2015,Bristol city,0.0385,33200,775,"171,235",32,40,0.80
2015,Brunswick County,0.0385,34000,793,"175,361",8,12,0.67
2015,Buchanan County,0.0385,34000,793,"175,361",19,21,0.90
2015,Buckingham County,0.0385,34000,793,"175,361",77,92,0.84
2015,Buena Vista city,0.0385,36200,845,"186,708",51,55,0.93
2015,Campbell County,0.0385,38950,909,"200,892",410,525,0.78
2015,Caroline County,0.0385,47500,"1,108","244,990",385,455,0.85
2015,Carroll County,0.0385,34000,793,"175,361",212,265,0.80
2015,Charles City County,0.0385,47500,"1,108","244,990",24,32,0.75
2015,Charlotte County,0.0385,34000,793,"175,361",53,66,0.80
2015,Charlottesville city,0.0385,52650,"1,229","271,552",266,520,0.51
2015,Chesapeake city,0.0385,45400,"1,059","234,159","1,686","3,861",0.44
2015,Chesterfield County,0.0385,47500,"1,108","244,990","3,080","5,345",0.58
2015,Clarke County,0.0385,54400,"1,269","280,578",80,172,0.47
2015,Clifton Forge city,0.0385,35950,839,"185,419",0,0,0.00
2015,Colonial Heights city,0.0385,47500,"1,108","244,990",185,200,0.93
2015,Covington city,0.0385,35950,839,"185,419",10,11,0.91
2015,Craig County,0.0385,39700,926,"204,760",32,38,0.84
2015,Culpeper County,0.0385,52500,"1,225","270,778",393,668,0.59
2015,Cumberland County,0.0385,47500,"1,108","244,990",78,92,0.85
2015,Danville city,0.0385,34000,793,"175,361",375,443,0.85
2015,Dickenson County,0.0385,34000,793,"175,361",3,3,1.00
2015,Dinwiddie County,0.0385,47500,"1,108","244,990",216,240,0.90
2015,Emporia city,0.0385,34000,793,"175,361",5,5,1.00
2015,Essex County,0.0385,35200,821,"181,550",41,81,0.51
2015,Fairfax city,0.0385,54400,"1,269","280,578",51,355,0.14
2015,Fairfax County,0.0385,54400,"1,269","280,578","1,954","14,878",0.13
2015,Falls Church city,0.0385,54400,"1,269","280,578",13,191,0.07
2015,Fauquier County,0.0385,54400,"1,269","280,578",298,943,0.32
2015,Floyd County,0.0385,35800,835,"184,645",85,132,0.64
2015,Fluvanna County,0.0385,52650,"1,229","271,552",302,425,0.71
2015,Franklin city,0.0385,36100,842,"186,192",66,89,0.74
2015,Franklin County,0.0385,36200,845,"186,708",278,585,0.48
2015,Frederick County,0.0385,45850,"1,070","236,480",776,"1,409",0.55
2015,Fredericksburg city,0.0385,54400,"1,269","280,578",133,305,0.44
2015,Galax city,0.0385,34000,793,"175,361",68,78,0.87
2015,Giles County,0.0385,35950,839,"185,419",120,142,0.85
2015,Gloucester County,0.0385,45400,"1,059","234,159",306,550,0.56
2015,Goochland County,0.0385,47500,"1,108","244,990",90,336,0.27
2015,Grayson County,0.0385,34000,793,"175,361",69,90,0.77
2015,Greene County,0.0385,52650,"1,229","271,552",179,263,0.68
2015,Greensville County,0.0385,34000,793,"175,361",5,5,1.00
2015,Halifax County,0.0385,34000,793,"175,361",139,163,0.85
2015,Hampton city,0.0385,45400,"1,059","234,159","1,317","1,608",0.82
2015,Hanover County,0.0385,47500,"1,108","244,990",767,"1,651",0.46
2015,Harrisonburg city,0.0385,39500,922,"203,728",261,380,0.69
2015,Henrico County,0.0385,47500,"1,108","244,990","2,685","4,585",0.59
2015,Henry County,0.0385,34000,793,"175,361",304,344,0.88
2015,Highland County,0.0385,37700,880,"194,444",10,14,0.71
2015,Hopewell city,0.0385,47500,"1,108","244,990",201,211,0.95
2015,Isle of Wight County,0.0385,45400,"1,059","234,159",214,481,0.44
2015,James City County,0.0385,45400,"1,059","234,159",405,"1,450",0.28
2015,King and Queen County,0.0385,47500,"1,108","244,990",45,54,0.83
2015,King George County,0.0385,52650,"1,229","271,552",185,334,0.55
2015,King William County,0.0385,47500,"1,108","244,990",216,252,0.86
2015,Lancaster County,0.0385,41600,971,"214,559",63,164,0.38
2015,Lee County,0.0385,34000,793,"175,361",5,5,1.00
2015,Lexington city,0.0385,36200,845,"186,708",33,66,0.50
2015,Loudoun County,0.0385,54400,"1,269","280,578",805,"6,553",0.12
2015,Louisa County,0.0385,44400,"1,036","229,001",343,562,0.61
2015,Lunenburg County,0.0385,34000,793,"175,361",47,59,0.80
2015,Lynchburg city,0.0385,38950,909,"200,892",740,930,0.80
2015,Madison County,0.0385,42250,986,"217,912",84,154,0.55
2015,Manassas city,0.0385,54400,"1,269","280,578",318,598,0.53
2015,Manassas Park city,0.0385,54400,"1,269","280,578",160,269,0.59
2015,Martinsville city,0.0385,34000,793,"175,361",96,109,0.88
2015,Mathews County,0.0385,45400,"1,059","234,159",79,134,0.59
2015,Mecklenburg County,0.0385,34000,793,"175,361",62,99,0.63
2015,Middlesex County,0.0385,47400,"1,106","244,474",101,189,0.53
2015,Montgomery County,0.0385,43150,"1,007","222,554",586,999,0.59
2015,Nelson County,0.0385,52650,"1,229","271,552",183,268,0.68
2015,New Kent County,0.0385,47500,"1,108","244,990",195,417,0.47
2015,Newport News city,0.0385,45400,"1,059","234,159","1,535","1,909",0.80
2015,Norfolk city,0.0385,45400,"1,059","234,159","1,980","2,876",0.69
2015,Northampton County,0.0385,34000,793,"175,361",72,131,0.55
2015,Northumberland County,0.0385,41000,957,"211,465",77,173,0.45
2015,Norton city,0.0385,34000,793,"175,361",3,3,1.00
2015,Nottoway County,0.0385,35450,827,"182,840",81,96,0.84
2015,Orange County,0.0385,45600,"1,064","235,190",359,563,0.64
2015,Page County,0.0385,35300,824,"182,066",163,216,0.75
2015,Patrick County,0.0385,34000,793,"175,361",78,94,0.83
2015,Petersburg city,0.0385,47500,"1,108","244,990",239,240,1.00
2015,Pittsylvania County,0.0385,34000,793,"175,361",193,225,0.86
2015,Poquoson city,0.0385,45400,"1,059","234,159",43,130,0.33
2015,Portsmouth city,0.0385,45400,"1,059","234,159","1,193","1,331",0.90
2015,Powhatan County,0.0385,47500,"1,108","244,990",191,390,0.49
2015,Prince Edward County,0.0385,34000,793,"175,361",116,171,0.68
2015,Prince George County,0.0385,47500,"1,108","244,990",204,264,0.77
2015,Prince William County,0.0385,54400,"1,269","280,578","2,510","6,911",0.36
2015,Pulaski County,0.0385,35650,832,"183,871",288,385,0.75
2015,Radford city,0.0385,43150,"1,007","222,554",98,115,0.85
2015,Rappahannock County,0.0385,49850,"1,163","257,110",24,72,0.33
2015,Richmond city,0.0385,47500,"1,108","244,990","1,645","2,615",0.63
2015,Richmond County,0.0385,43950,"1,026","226,680",18,32,0.56
2015,Roanoke city,0.0385,39700,926,"204,760",954,"1,128",0.85
2015,Roanoke County,0.0385,39700,926,"204,760",799,"1,400",0.57
2015,Rockbridge County,0.0385,36200,845,"186,708",119,223,0.53
2015,Rockingham County,0.0385,39500,922,"203,728",417,777,0.54
2015,Russell County,0.0385,34000,793,"175,361",64,75,0.85
2015,Salem city,0.0385,39700,926,"204,760",225,312,0.72
2015,Scott County,0.0385,33200,775,"171,235",5,5,1.00
2015,Shenandoah County,0.0385,40150,937,"207,081",424,624,0.68
2015,Smyth County,0.0385,34000,793,"175,361",134,154,0.87
2015,Southampton County,0.0385,36100,842,"186,192",88,138,0.64
2015,Spotsylvania County,0.0385,54400,"1,269","280,578","1,264","1,927",0.66
2015,Stafford County,0.0385,54400,"1,269","280,578",920,"2,190",0.42
2015,Staunton city,0.0385,36750,858,"189,545",255,352,0.72
2015,Suffolk city,0.0385,45400,"1,059","234,159",686,"1,418",0.48
2015,Surry County,0.0385,45400,"1,059","234,159",41,58,0.71
2015,Sussex County,0.0385,47500,"1,108","244,990",32,36,0.89
2015,Tazewell County,0.0385,34000,793,"175,361",101,117,0.86
2015,Virginia Beach city,0.0385,45400,"1,059","234,159","3,098","6,710",0.46
2015,Warren County,0.0385,47950,"1,119","247,311",452,620,0.73
2015,Washington County,0.0385,33200,775,"171,235",196,346,0.57
2015,Waynesboro city,0.0385,36750,858,"189,545",225,325,0.69
2015,Westmoreland County,0.0385,38200,891,"197,023",138,248,0.56
2015,Williamsburg city,0.0385,45400,"1,059","234,159",51,132,0.39
2015,Winchester city,0.0385,45850,"1,070","236,480",190,315,0.60
2015,Wise County,0.0385,34000,793,"175,361",10,12,0.83
2015,Wythe County,0.0385,34000,793,"175,361",176,232,0.76
2015,York County,0.0385,45400,"1,059","234,159",277,820,0.34
2016,Accomack County,0.0365,33500,782,"177,088",264,434,0.61
2016,Albemarle County,0.0365,51150,"1,194","270,390",620,"1,725",0.36
2016,Alexandria city,0.0365,56150,"1,310","296,821",679,"2,498",0.27
2016,Alleghany County,0.0365,35400,826,"187,132",72,79,0.91
2016,Amelia County,0.0365,46350,"1,082","245,016",113,147,0.77
2016,Amherst County,0.0365,38600,901,"204,048",244,316,0.77
2016,Appomattox County,0.0365,38600,901,"204,048",121,158,0.77
2016,Arlington County,0.0365,56150,"1,310","296,821",436,"2,949",0.15
2016,Augusta County,0.0365,38550,900,"203,783",427,824,0.52
2016,Bath County,0.0365,36250,846,"191,625",15,23,0.65
2016,Bedford city,0.0365,38600,901,"204,048",50,66,0.76
2016,Bedford County,0.0365,38600,901,"204,048",569,"1,236",0.46
2016,Bland County,0.0365,33700,786,"178,145",27,36,0.75
2016,Botetourt County,0.0365,39500,922,"208,805",236,465,0.51
2016,Bristol city,0.0365,32450,757,"171,538",33,42,0.79
2016,Brunswick County,0.0365,33500,782,"177,088",18,24,0.75
2016,Buchanan County,0.0365,33500,782,"177,088",26,26,1.00
2016,Buckingham County,0.0365,33500,782,"177,088",78,109,0.72
2016,Buena Vista city,0.0365,37900,884,"200,347",61,67,0.91
2016,Campbell County,0.0365,38600,901,"204,048",441,584,0.76
2016,Caroline County,0.0365,46350,"1,082","245,016",418,498,0.84
2016,Carroll County,0.0365,33500,782,"177,088",229,283,0.81
2016,Charles City County,0.0365,46350,"1,082","245,016",29,37,0.78
2016,Charlotte County,0.0365,33500,782,"177,088",41,52,0.79
2016,Charlottesville city,0.0365,51150,"1,194","270,390",290,605,0.48
2016,Chesapeake city,0.0365,45150,"1,054","238,672","1,748","4,203",0.42
2016,Chesterfield County,0.0365,46350,"1,082","245,016","3,346","6,044",0.55
2016,Clarke County,0.0365,56150,"1,310","296,821",92,220,0.42
2016,Colonial Heights city,0.0365,46350,"1,082","245,016",227,245,0.93
2016,Covington city,0.0365,35400,826,"187,132",10,10,1.00
2016,Craig County,0.0365,39500,922,"208,805",35,43,0.81
2016,Culpeper County,0.0365,49900,"1,164","263,782",366,725,0.50
2016,Cumberland County,0.0365,45150,"1,054","238,672",92,100,0.92
2016,Danville city,0.0365,33500,782,"177,088",373,443,0.84
2016,Dickenson County,0.0365,33500,782,"177,088",6,6,1.00
2016,Dinwiddie County,0.0365,46350,"1,082","245,016",250,292,0.86
2016,Emporia city,0.0365,33500,782,"177,088",8,8,1.00
2016,Essex County,0.0365,35450,827,"187,396",65,108,0.60
2016,Fairfax city,0.0365,56150,"1,310","296,821",59,332,0.18
2016,Fairfax County,0.0365,56150,"1,310","296,821","2,502","15,778",0.16
2016,Falls Church city,0.0365,56150,"1,310","296,821",9,185,0.05
2016,Fauquier County,0.0365,56150,"1,310","296,821",351,"1,036",0.34
2016,Floyd County,0.0365,34050,795,"179,995",77,132,0.58
2016,Fluvanna County,0.0365,51150,"1,194","270,390",333,442,0.75
2016,Franklin city,0.0365,35750,834,"188,982",59,81,0.73
2016,Franklin County,0.0365,36750,858,"194,268",333,703,0.47
2016,Frederick County,0.0365,47250,"1,103","249,773",749,"1,396",0.54
2016,Fredericksburg city,0.0365,56150,"1,310","296,821",167,331,0.50
2016,Galax city,0.0365,33500,782,"177,088",74,90,0.82
2016,Giles County,0.0365,35950,839,"190,039",126,149,0.85
2016,Gloucester County,0.0365,45150,"1,054","238,672",349,608,0.57
2016,Goochland County,0.0365,46350,"1,082","245,016",84,328,0.26
2016,Grayson County,0.0365,33500,782,"177,088",80,102,0.78
2016,Greene County,0.0365,51150,"1,194","270,390",173,285,0.61
2016,Greensville County,0.0365,33500,782,"177,088",13,13,1.00
2016,Halifax County,0.0365,33500,782,"177,088",152,179,0.85
2016,Hampton city,0.0365,45150,"1,054","238,672","1,545","1,878",0.82
2016,Hanover County,0.0365,46350,"1,082","245,016",702,"1,646",0.43
2016,Harrisonburg city,0.0365,37600,877,"198,762",279,436,0.64
2016,Henrico County,0.0365,46350,"1,082","245,016","2,698","4,718",0.57
2016,Henry County,0.0365,33500,782,"177,088",325,359,0.91
2016,Highland County,0.0365,37200,868,"196,647",8,13,0.62
2016,Hopewell city,0.0365,46350,"1,082","245,016",248,258,0.96
2016,Isle of Wight County,0.0365,45150,"1,054","238,672",209,535,0.39
2016,James City County,0.0365,45150,"1,054","238,672",454,"1,733",0.26
2016,King and Queen County,0.0365,45150,"1,054","238,672",46,57,0.81
2016,King George County,0.0365,52600,"1,227","278,055",165,328,0.50
2016,King William County,0.0365,46350,"1,082","245,016",243,287,0.85
2016,Lancaster County,0.0365,43450,"1,014","229,686",94,202,0.47
2016,Lee County,0.0365,33500,782,"177,088",4,4,1.00
2016,Lexington city,0.0365,37900,884,"200,347",47,88,0.53
2016,Loudoun County,0.0365,56150,"1,310","296,821",936,"7,045",0.13
2016,Louisa County,0.0365,43950,"1,026","232,329",367,638,0.58
2016,Lunenburg County,0.0365,33500,782,"177,088",67,81,0.83
2016,Lynchburg city,0.0365,38600,901,"204,048",788,998,0.79
2016,Madison County,0.0365,40200,938,"212,506",100,168,0.60
2016,Manassas city,0.0365,56150,"1,310","296,821",371,678,0.55
2016,Manassas Park city,0.0365,56150,"1,310","296,821",154,247,0.62
2016,Martinsville city,0.0365,33500,782,"177,088",97,107,0.91
2016,Mathews County,0.0365,45150,"1,054","238,672",98,166,0.59
2016,Mecklenburg County,0.0365,33500,782,"177,088",75,125,0.60
2016,Middlesex County,0.0365,45000,"1,050","237,879",100,179,0.56
2016,Montgomery County,0.0365,41050,958,"216,999",560,"1,024",0.55
2016,Nelson County,0.0365,51150,"1,194","270,390",189,265,0.71
2016,New Kent County,0.0365,46350,"1,082","245,016",190,398,0.48
2016,Newport News city,0.0365,45150,"1,054","238,672","1,583","2,042",0.78
2016,Norfolk city,0.0365,45150,"1,054","238,672","2,002","2,867",0.70
2016,Northampton County,0.0365,34650,809,"183,167",79,163,0.48
2016,Northumberland County,0.0365,39900,931,"210,920",94,227,0.41
2016,Norton city,0.0365,33500,782,"177,088",2,2,1.00
2016,Nottoway County,0.0365,34700,810,"183,432",82,94,0.87
2016,Orange County,0.0365,44600,"1,041","235,765",353,609,0.58
2016,Page County,0.0365,33550,783,"177,352",155,237,0.65
2016,Patrick County,0.0365,33500,782,"177,088",96,118,0.81
2016,Petersburg city,0.0365,46350,"1,082","245,016",269,269,1.00
2016,Pittsylvania County,0.0365,33500,782,"177,088",207,253,0.82
2016,Poquoson city,0.0365,45150,"1,054","238,672",52,156,0.33
2016,Portsmouth city,0.0365,45150,"1,054","238,672","1,382","1,536",0.90
2016,Powhatan County,0.0365,46350,"1,082","245,016",188,426,0.44
2016,Prince Edward County,0.0365,33500,782,"177,088",113,172,0.66
2016,Prince George County,0.0365,46350,"1,082","245,016",252,331,0.76
2016,Prince William County,0.0365,56150,"1,310","296,821","2,753","7,430",0.37
2016,Pulaski County,0.0365,35650,832,"188,453",263,345,0.76
2016,Radford city,0.0365,41050,958,"216,999",97,124,0.78
2016,Rappahannock County,0.0365,47450,"1,107","250,831",25,69,0.36
2016,Richmond city,0.0365,46350,"1,082","245,016","1,614","2,805",0.58
2016,Richmond County,0.0365,45000,"1,050","237,879",33,42,0.79
2016,Roanoke city,0.0365,39500,922,"208,805","1,065","1,256",0.85
2016,Roanoke County,0.0365,39500,922,"208,805",865,"1,456",0.59
2016,Rockbridge County,0.0365,37900,884,"200,347",107,227,0.47
2016,Rockingham County,0.0365,37600,877,"198,762",421,893,0.47
2016,Russell County,0.0365,33500,782,"177,088",66,77,0.86
2016,Salem city,0.0365,39500,922,"208,805",222,316,0.70
2016,Scott County,0.0365,32450,757,"171,538",15,16,0.94
2016,Shenandoah County,0.0365,38200,891,"201,933",440,639,0.69
2016,Smyth County,0.0365,33500,782,"177,088",142,168,0.85
2016,Southampton County,0.0365,35750,834,"188,982",87,140,0.62
2016,Spotsylvania County,0.0365,56150,"1,310","296,821","1,428","2,145",0.67
2016,Stafford County,0.0365,56150,"1,310","296,821","1,081","2,447",0.44
2016,Staunton city,0.0365,38550,900,"203,783",302,400,0.76
2016,Suffolk city,0.0365,45150,"1,054","238,672",769,"1,609",0.48
2016,Surry County,0.0365,43150,"1,007","228,100",44,61,0.72
2016,Sussex County,0.0365,46350,"1,082","245,016",72,74,0.97
2016,Tazewell County,0.0365,33500,782,"177,088",121,141,0.86
2016,Virginia Beach city,0.0365,45150,"1,054","238,672","3,320","7,319",0.45
2016,Warren County,0.0365,47700,"1,113","252,152",429,648,0.66
2016,Washington County,0.0365,32450,757,"171,538",212,393,0.54
2016,Waynesboro city,0.0365,38550,900,"203,783",241,322,0.75
2016,Westmoreland County,0.0365,36750,858,"194,268",187,327,0.57
2016,Williamsburg city,0.0365,45150,"1,054","238,672",83,217,0.38
2016,Winchester city,0.0365,47250,"1,103","249,773",209,343,0.61
2016,Wise County,0.0365,33500,782,"177,088",14,14,1.00
2016,Wythe County,0.0365,33500,782,"177,088",210,269,0.78
2016,York County,0.0365,45150,"1,054","238,672",346,945,0.37
2017,Accomack County,0.0399,34150,797,"173,187",316,538,0.59
2017,Albemarle County,0.0399,49050,"1,145","248,750",420,"1,834",0.23
2017,Alexandria city,0.0399,60050,"1,401","304,535",735,"2,655",0.28
2017,Alleghany County,0.0399,37000,863,"187,640",77,86,0.90
2017,Amelia County,0.0399,49550,"1,156","251,286",112,148,0.76
2017,Amherst County,0.0399,39900,931,"202,347",259,359,0.72
2017,Appomattox County,0.0399,39900,931,"202,347",134,164,0.82
2017,Arlington County,0.0399,60050,"1,401","304,535",508,"3,128",0.16
2017,Augusta County,0.0399,41200,961,"208,940",444,866,0.51
2017,Bath County,0.0399,36750,858,"186,373",24,37,0.65
2017,Bedford city,0.0399,39900,931,"202,347",48,61,0.79
2017,Bedford County,0.0399,39900,931,"202,347",559,"1,281",0.44
2017,Bland County,0.0399,36000,840,"182,569",15,19,0.79
2017,Botetourt County,0.0399,42250,986,"214,265",224,462,0.48
2017,Bristol city,0.0399,34700,810,"175,976",62,70,0.89
2017,Brunswick County,0.0399,34150,797,"173,187",15,18,0.83
2017,Buchanan County,0.0399,34150,797,"173,187",34,35,0.97
2017,Buckingham County,0.0399,34150,797,"173,187",98,132,0.74
2017,Buena Vista city,0.0399,38300,894,"194,233",75,79,0.95
2017,Campbell County,0.0399,39900,931,"202,347",407,565,0.72
2017,Caroline County,0.0399,49550,"1,156","251,286",445,586,0.76
2017,Carroll County,0.0399,34150,797,"173,187",276,345,0.80
2017,Charles City County,0.0399,49550,"1,156","251,286",33,43,0.77
2017,Charlotte County,0.0399,34150,797,"173,187",54,70,0.77
2017,Charlottesville city,0.0399,49050,"1,145","248,750",169,561,0.30
2017,Chesapeake city,0.0399,46750,"1,091","237,086","1,821","4,495",0.41
2017,Chesterfield County,0.0399,49550,"1,156","251,286","3,298","6,438",0.51
2017,Clarke County,0.0399,60050,"1,401","304,535",76,199,0.38
2017,Colonial Heights city,0.0399,49550,"1,156","251,286",237,261,0.91
2017,Covington city,0.0399,37000,863,"187,640",30,32,0.94
2017,Craig County,0.0399,42250,986,"214,265",38,52,0.73
2017,Culpeper County,0.0399,49200,"1,148","249,511",281,725,0.39
2017,Cumberland County,0.0399,42900,"1,001","217,561",80,103,0.78
2017,Danville city,0.0399,34150,797,"173,187",397,476,0.83
2017,Dickenson County,0.0399,34150,797,"173,187",11,12,0.92
2017,Dinwiddie County,0.0399,49550,"1,156","251,286",216,251,0.86
2017,Emporia city,0.0399,34150,797,"173,187",2,2,1.00
2017,Essex County,0.0399,35000,817,"177,498",87,155,0.56
2017,Fairfax city,0.0399,60050,"1,401","304,535",68,459,0.15
2017,Fairfax County,0.0399,60050,"1,401","304,535","2,563","16,145",0.16
2017,Falls Church city,0.0399,60050,"1,401","304,535",20,222,0.09
2017,Fauquier County,0.0399,60050,"1,401","304,535",342,"1,119",0.31
2017,Floyd County,0.0399,36400,849,"184,598",97,159,0.61
2017,Fluvanna County,0.0399,49050,"1,145","248,750",363,515,0.70
2017,Franklin city,0.0399,36400,849,"184,598",58,85,0.68
2017,Franklin County,0.0399,37150,867,"188,401",302,721,0.42
2017,Frederick County,0.0399,44950,"1,049","227,958",562,"1,407",0.40
2017,Fredericksburg city,0.0399,60050,"1,401","304,535",168,348,0.48
2017,Galax city,0.0399,34150,797,"173,187",81,96,0.84
2017,Giles County,0.0399,36000,840,"182,569",114,146,0.78
2017,Gloucester County,0.0399,46750,"1,091","237,086",331,629,0.53
2017,Goochland County,0.0399,49550,"1,156","251,286",90,364,0.25
2017,Grayson County,0.0399,34150,797,"173,187",81,103,0.79
2017,Greene County,0.0399,49050,"1,145","248,750",147,285,0.52
2017,Greensville County,0.0399,34150,797,"173,187",10,10,1.00
2017,Halifax County,0.0399,34150,797,"173,187",185,230,0.80
2017,Hampton city,0.0399,46750,"1,091","237,086","1,552","1,927",0.81
2017,Hanover County,0.0399,49550,"1,156","251,286",691,"1,761",0.39
2017,Harrisonburg city,0.0399,40200,938,"203,869",244,408,0.60
2017,Henrico County,0.0399,49550,"1,156","251,286","2,856","5,197",0.55
2017,Henry County,0.0399,34150,797,"173,187",341,390,0.87
2017,Highland County,0.0399,36800,859,"186,626",9,20,0.45
2017,Hopewell city,0.0399,49550,"1,156","251,286",355,360,0.99
2017,Isle of Wight County,0.0399,46750,"1,091","237,086",217,558,0.39
2017,James City County,0.0399,46750,"1,091","237,086",432,"1,715",0.25
2017,King and Queen County,0.0399,42900,"1,001","217,561",52,77,0.68
2017,King George County,0.0399,54400,"1,269","275,882",157,344,0.46
2017,King William County,0.0399,49550,"1,156","251,286",258,304,0.85
2017,Lancaster County,0.0399,42150,984,"213,758",100,249,0.40
2017,Lee County,0.0399,34150,797,"173,187",0,0,0.00
2017,Lexington city,0.0399,38300,894,"194,233",46,101,0.46
2017,Loudoun County,0.0399,60050,"1,401","304,535",840,"7,160",0.12
2017,Louisa County,0.0399,45200,"1,055","229,226",359,690,0.52
2017,Lunenburg County,0.0399,34150,797,"173,187",58,71,0.82
2017,Lynchburg city,0.0399,39900,931,"202,347",808,"1,086",0.74
2017,Madison County,0.0399,39800,929,"201,840",55,124,0.44
